ΚΩΔ.,ΡΑΦΙ,ΤΕΜ .,ΚΑΛΛΙΤΕΧΝΗΣ,ΤΙΤΛΟΣ
NT 5539,W5,2,Neil Thomas ,Entraching I 
NT 5540,W5,K,,
NT 5784,M16,2,Neil Thomas ,Misty Morning I
NT 5785,M16,2,Neil Thomas ,Misty Morning II 
NT 5952,T17,4,Neil Thomas ,Birches In The Mist 
NT 6089,C1,1,Neil Thomas , Morning Reflection I
NT 6090,C1,1,Neil Thomas , Morning Reflection II
NT 6442,B22,4,Neil Thomas ,Radiant 
NW 4204,V22,1,Nel Whatmore ,Shoulder to Shoulder 
NW 4205,V22,1,Nel Whatmore ,Hand In Hand 
NW 4498,D2,4,Nel Whatmore ,Little  Reaper 
NW 4499,D2,3,Nel Whatmore , Keeping  Time 
NW 5227,R19,7,Nel Whatmore ,Sweet Silhouette I
NW 5228,B25,8,Nel Whatmore ,Concerto
NW 5229,R19,8,Nel Whatmore ,Sweet Silhouette II 
NW 5230,R19,4,Nel Whatmore ,Delicate Silhouette I
NW 5231,B25,4,Nel Whatmore ,Dancing Tulips 
NW 5232,R19,4,Nel Whatmore ,Delicate Silhouette II
NW 5994,D4,1,Nel Whatmore , Heart To Heart 
NY 30998,A25,7,Charles Lee , Field Of Dreams 
NY 8346,U26,7,Acryllic, Vessel In Arch I
NY 8347,U26,10,Acryllic, Vessel In Arch II 
NY 9720,U26,18,Maggie Brown  , Fresco Doves 
OCX 138,W7,2,,
OLD 4275,N17,1,,
OM 1000,R1,12,,
OM 1002,R2,14,,
OM 1006,R3,10,,
OM 1008,R4,21,,
OM 1010,R5,5,,
OM 1011,R6,12,,
OM 1012,R2,48,,
OM 1013,R2,45,,
OM 1013-3,H20,33,,
OM 1015,R3,41,,
OM 1018,R3,34,,
OM 1018-3,H20,6,,
OM 1020,R3,11,,
OM 1021,R4,40,,
OM 1022,R4,16,,
OM 1024,R4,30,,
OM 1025,R4,14,,
OM 1029,R5,25,,
OM 1031,R5,31,,
OM 1033,R5,20,,
OM 1035,R5,29,,
OM 1036,R6,37,,
OM 1037,R6,35,,
OM 1039,R6,47,,
OM 1040,R7,80,,
OM 1041,R7,77,,
OM 1041-3,H20,6,,
OM 1046,R8,24,,
OM 1049,R8,26,,
OM 1051,R8,25,,
OM 1052,R8,26,,
OM 1061,R8,27,,
OM 1061-3,H20,30,,
OM 1062,R9,45,,
OM 1062-3,H20,7,,
OM 1067,R9,26,,
OM 1067-3,H21,1,,
OM 1072,R9,18,,
OM 1074,R9,11,,
OM 1077,R9,26,,
OM 1080,R10,29,,
OM 1083,R10,53,,
OM 1084,R10,59,,
OM 1085,R11,13,,
OM 1095-4,N22,9,William Bouguereau, Il Grifo 
OM 1101,R11,14,,
OM 1101-3,H20,22,,
OM 1102,R11,12,,
OM 1102-4,N22,1,Alexandre , Il Grifo 
OM 1103,R11,24,,
OM 1103-4,N22,15,Carlo Maratta , Il Grifo 
OM 1104-4,N22,14,E.E Semenowsky,Il Grifo 
OM 1105,R11,19,,
OM 1106,R12,17,,
OM 1106-3,H20,5,,
OM 1106-4,N22,1,,
OM 1108,R12,24,,
OM 1108-3,H20,30,,
OM 1108-4,N22,4,William Bouguereau, Il Grifo 
OM 1110,R12,25,,
OM 1110-3,H21,27,,
OM 1111,R12,45,,
OM 1111-3,H21,29,,
OM 1112,R13,10,,
OM 1112-3,H21,48,,
OM 1113,R13,33,,
OM 1113-3,H21,1,,
OM 1113-4,N22,4,Frederic Leighton , Il Grifo 
OM 1114,R12,7,,
OM 1116,R13,20,,
OM 1117,R14,44,,
OM 1117-3,H21,1,,
OM 1118,R13,14,,
OV 1005,S11,1,Oliver Valentin ,Manhattan 
OV 1006,S11,1,Oliver Valentin ,Screw Driver 
OV 1009,H24,1,Oliver Valentin ,Red Wine Vinegar 
OV 1010,H24,1,Oliver Valentin ,Virgin Olive Oil 
OV 1011,H24,1,Oliver Valentin ,Mixed Pasta 
OV 1012,H24,1,Oliver Valentin ,Pasta With Herbs 
OV 1104,Q21,1,Oliver Valentin , Blue Moon 
OV 1107,Q3,1,Oliver Valentin ,"Un Cappuccino,Per Favorei "
OV 1108,Q3,1,Oliver Valentin ,"Duo Espressi,Per Favorei "
OVE 1004,M7,1,Oliver Verder,Ismene 
OVE 1103,H24,1,Oliver Verder,Kassandra 
OVE 1104,H24,1,Oliver Verder,Ismene 
OVE 1106,H11,1,Oliver Verder,Poison Ivy 
OVE 1107,H11,1,Oliver Verder,Fortuna 
P 10629,C10,6,Richard Franklin ,Pan's Song 
P 10630,C10,17,Richard Franklin ,The Decision 
P 20625,B29,11,J.D.Parrish,The Gift
PAS 1001,N8,1,Paula Aspery ,Elipse I
PAS 1002,N8,1,Paula Aspery ,Elipse II
PAS 1004,S11,1,Paula Aspery ,Stem Panel 
PAS 1103,H24,1,Paula Aspery ,Leaf Panel 
PAS 1104,H24,1,Paula Aspery ,Stem Panel 
PAS 1107,O2B,1,Paula Aspery , Chocolate Bud 
PAS 1110,O2B,1,Paula Aspery ,Leaf Stem 
PC 560,P20,72,,
PC 562,P20,68,,
PC 563,P21,61,,
PC 573,P21,26,,
PC 574,P21,26,,
PC 575,P21,16,,
PD 1001,V11,1,Poppy Davison ,Caramel Crown Flower 
PD 1002,V11,1,Poppy Davison ,Chocolate Crown Flower 
PD 1003,V11,1,Poppy Davison , Cream Crown Flower
PDE 1002,S11,1,Paul Desny  ,Feelings 
PDE 1008,S11,1,Paul Desny  ,Paris 
PDE 1009,S11,1,Paul Desny  ,Neuschwantstein
PDE 1010,S11,1,Paul Desny  ,London 
PDE 1011,S11,1,Paul Desny  ,Venice 
PDE 1012,H12,1,Paul Desny  ,Lime Tree Leaf 
PDE 1013,H12,1,Paul Desny  ,Gingko Leaf 
PDE 1014,H12,1,Paul Desny  ,Maple Leaf 
PDE 1015,H12,1,Paul Desny  ,Fig Leaf
PDE 1016,V11,1,Paul Desny  ,A Symbol Of Love 
PDE 1017,V11,1,Paul Desny  ,Romeo Choice 
PDE 1018,V11,1,Paul Desny  , Perfumed Callas 
PDE 1101,H24,1,Paul Desny  ,Emotion 
PDE 1102,H24,1,Paul Desny  ,Feelings 
PDE 1103,H24,1,Paul Desny  ,Harmony 
PDE 1104,H24,1,Paul Desny  ,Dreams 
PDE 1110,Q3,1,Paul Desny  ,London 
PDE 1111,Q3,1,Paul Desny  ,Venice 
PDE 1112,I13,1,Paul Desny  ,Lime Tree Leaf 
PDE 1113,I13,1,Paul Desny  ,Gingko Leaf 
PDE 1114,I13,1,Paul Desny  ,Maple Leaf 
PDE 1115,I13,1,Paul Desny  ,Fig Leaf
PDE 1116,O2B,1,Paul Desny  ,A Symbol Of Love 
PDE 1117,O2B,1,Paul Desny  ,Romeo's Choice 
PDE 1118,O2B,1,Paul Desny  ,Perfumed Callas 
PEB 1101,P9,1,Peter Bailey ,Moody Blues 
PEB 1102,P9,1,Peter Bailey ,Contemplation  
PEG 1001,M14,1,Pedro Garcia ,Sign To Linger
PEG 1002,M14,2,Pedro Garcia , Sign To Come 
PG 5435,D2,6,Philip Greene ,Kingdom I 
PG 5436,D2,6,Philip Greene ,Kingdom II
PJ 685,R19,11,Philip Jaeger ,Floral I
PJ 686,R19,13,Philip Jaeger ,Floral II 
PJ 748,R19,2,Philip Jaeger , Bouquet I
PJ 749,R19,4,Philip Jaeger , Bouquet II 
PJP 605,C13,4,J.D.Parrish, Spirit I
PJP 606,C13,6,J.D.Parrish, Spirit II
PL 6118,L4,0,,
PL 6122,B24,2,Patrick Langham,In Motion I
PL 6123,B24,2,Patrick Langham,In Motion II
PM 239,B19,22,Peder Monsted,A Woodland Glade 
PM 3081,B19,10,Peder Monsted, A Woodland Spring 
PM 3082,B19,2,,
PRE 1015,N8,2,Paula Reed ,Spring Smile 
PRE 1020,M14,2,Paula Reed ,Poesie En Fleurs 
PRE 1021,M14,2,Paula Reed ,Un Amour 
PRE 1022,T4,0,,
PRE 1023,N8,2,Paula Reed ,Come Back II
PRE 1024,N8,3,Paula Reed ,Come Back III
PRE 1107,H12,1,Paula Reed ,White Sensation 
PRE 1108,H12,1,Paula Reed , Red Sensation 
PT 1003,S11,1,Pepa Tangorra ,Scala Francese 
PT 1004,S11,1,Pepa Tangorra ,Ingresso Arabo 
PT 1007,T4,1,Pepa Tangorra ,Bifora I 
PT 1008,T4,1,Pepa Tangorra ,Bifora II 
PT 1103,H24,1,Pepa Tangorra ,Scala Francese 
PT 1104,H24,1,Pepa Tangorra ,Ingresso Arabo 
PT 1105,H24,2,Pepa Tangorra ,Cantinella I
PT 1106,H24,2,Pepa Tangorra ,Cantinella II
PT 1109,H24,1,Pepa Tangorra ,Spicy Groceries 
PT 1110,H24,1,Pepa Tangorra , Mixed Herbs 
PV 4978,N17,2,Pierre Violet , Marquerites Dans Le Soleil I
PV 4979,N17,1,Pierre Violet , Marquerites Dans Le Soleil II
PV 4980,N17,1,Pierre Violet , Marquerites Dans Le Soleil III
PV 4981,N17,2,Pierre Violet ,Coquelicots Dans Le Soleil I
PV 4982,N17,1,Pierre Violet ,Coquelicots Dans Le Soleil II
PV 4983,N17,1,Pierre Violet ,Coquelicots Dans Le Soleil III
PV 5519,V26,1,,
QH 938,C6,8,Quang Ho ,Spring Arrangement 
QH 939,B18,1,Quang Ho ,Oriental 
QH 940,B18,1,Quang Ho , Lilies And Persimmons 
RAS 5146,B21,2,,
RAS 5147,N15,4,Rachael Sullivan , The Essence I
RAS 5148,N15,3,Rachael Sullivan , The Essence II
RBF 5605,B23,2,Roberto Furlan ,La Stanza Dipinta 
RBF 5606,B23,3,Roberto Furlan , Stanza Di Palazzo 
RBS 6717,B18,1,Robin Sadler ,Purple Callas
RBS 6718,B18,2,Robin Sadler , Lilac Tulips 
RCA 5740,N17,1,Renee Campbell, Birds Of A Feather I
RCA 5741,N17,1,Renee Campbell, Birds Of A Feather II
RD 1001,T5,15,Robert Duval,Applause 
RD 1002,T5,6,Robert Duval,Perfomance 
RD 1006,S22,1,Robert Duval,A Breath Of Tenderness
RD 1010,S11,1,Robert Duval,Sauve 
RD 1012,M14,4,Robert Duval,Awakening 
RD 1019,S11,1,Robert Duval,Smilling Beauty 
RD 1020,W24,3,Robert Duval,Song For A Lady 
RD 1021,W24,1,Robert Duval,Song For A Gentleman 
RD 1655,W3,10,Richard Dunahay ,Lakeside I 
RD 1656,W3,3,Richard Dunahay ,Lakeside II 
RD1855,,1,,
RD1856,,1,,
RDI 4130,D8,1,Rodolfo Jimenez,Bali Garden I
RDI 4131,D8,1,Rodolfo Jimenez,Bali Garden II
RDI 4134,N15,1,Rodolfo Jimenez,Orchid Trio I
RDI 4135,N15,1,Rodolfo Jimenez,Orchid Trio II
RDI 4138,N15,1,Rodolfo Jimenez,Canary Palm 
RDI 4139,N15,1,Rodolfo Jimenez, Traveler's Palm 
RDS 4970,C7,4,Ron Di Scenza,The Dream 
RDS 4974,V24,3,Ron Di Scenza,Fiorella 
RDS 4974,V24,4,Ron Di Scenza,The Yaerning
RDS 5299,C7,1,,
RDS 5506,D2,1,Ron Di Scenza,Midnight Reverie 
RDS 5507,D2,4,Ron Di Scenza,Into The Rhythm 
RDS 5508,V26,5,Ron Di Scenza,Midnight Reverie 
RDS 5509,V26,4,Ron Di Scenza,Into The Rhythm 
RDS 5510,W4,6,Ron Di Scenza,Anticipation 
RDS 5511,W4,3,Ron Di Scenza,Parisienne 
RDS 5512,C7,3,Ron Di Scenza, Evening  Romance 
RDS 5513,B20,5,Ron Di Scenza,Evening Romance 
RDS 5514,W4,2,Ron Di Scenza,Night Out
RDS 5515,W4,2,,
RDS 5745,,2,,
RDS 5854,W4,2,,
RDS 5856,W4,2,Ron Di Scenza,Healing Water 
RDS 5939,T17,2,Ron Di Scenza,Seated Beauty 
RDS 5940,T17,2,Ron Di Scenza, Lovely  Lady 
RDS 5983,D4,4,,
RDS 5984,D4,4,Ron Di Scenza, Peaceful
RDS 6865,C7,1,Ron Di Scenza, Restful Retreat I 
RDS 6865,C7,1,Ron Di Scenza,
RDS 6866,C7,0,Ron Di Scenza,
RDS 6914,N14,2,Ron Di Scenza,Resplendent
RDS 6915,N14,2,Ron Di Scenza,Poetry In Motion
RDS 6985,W4,2,Ron Di Scenza,Cleansing Spirit 
RDS 6986,W4,2,Ron Di Scenza,Calming Water 
RES 1001,S11,1,Rene Stein ,Avant Le Theatre 
RES 1010,Q21,1,Rene Stein ,Amore
RES 1011,Q21,1,Rene Stein , Nobility
RES 1012,Q21,1,Rene Stein ,The Sun 
RES 1013,Q21,1,Rene Stein , Aristocracy
RES 1014,Q21,1,Rene Stein , Serenade
RES 1103,Q21,1,Rene Stein , La Soiree Commence 
RES 1104,Q21,1,Rene Stein ,Rendez Vous 
RES 1105,Q21,1,Rene Stein , Café De Paris 
RFA 4184,B24,1,Roberto Fantini ,Nel Bagaglio Leggero 
RFA 4185,B24,2,Roberto Fantini ,Segni Di Luce
RFA 4186,B24,9,Roberto Fantini ,Annotando Impressioni 
RFA 4187,B24,11,Roberto Fantini ,Ogni Giorno Una Poesia 
RFA 4188,H15,3,Roberto Fantini ,Nel Bagaglio Leggero 
RFA 4189,H15,4,Roberto Fantini ,Segni Di Luce
RFA 4190,H15,4,Roberto Fantini ,Annotando Impressioni 
RFA 4191,H15,8,Roberto Fantini ,Ogni Giorno Una Poesia 
RFA 4192,D2,1,,
RFA 4193,D2,4,Roberto Fantini , Grani Di Stelle 
RFA 4194,V25,12,Roberto Fantini ,Nuvole In Viaggio 
RFA 4195,V25,6,Roberto Fantini , Grani Di Stelle 
RFA 4228,D4,1,Roberto Fantini ,Farfalle  Di Memoria I 
RFA 4229,D4,1,Roberto Fantini ,Farfalle  Di Memoria II 
RFA 4230,D4,1,Roberto Fantini ,Farfalle  Di Memoria III 
RFA 4231,D4,1,Roberto Fantini ,Farfalle  Di Memoria IV 
RFA 4232,V24,3,Roberto Fantini ,Farfalle Di Memoria I
RFA 4233,V24,2,Roberto Fantini ,Farfalle Di Memoria II
RFA 4234,V24,20,Roberto Fantini ,Farfalle Di Memoria III
RFA 4235,V24,2,Roberto Fantini ,Farfalle Di Memoria IV 
RFA 4535,C8,10,Roberto Fantini ,Era Finita La Pioggia 
RFA 4536,C8,3,Roberto Fantini ,Au Pied De Collines 
RFA 4538,D2,2,Roberto Fantini ,La Danse Nritta Et Ntriya 
RFA 4549,H15,1,Roberto Fantini ,Profumo Di Fragole 
RFA 5503,N17,4,Roberto Fantini ,Lanima Di Fronte II
RFI 1001,S11,1,Raul Fisher ,Empire State Building
RFI 1002,S11,1,Raul Fisher , Chrysler Building 
RFI 1004,M7,1,Raul Fisher ,Statue Of Liberty 
RFR 5424,B21,0*,,
RFR 5425,B21,3,Ryan Franklin , River's Edge
RFR 5524,D3,3,Ryan Franklin , Landscape Panorama I
RFR 5525,D3,3,Ryan Franklin , Landscape Panorama II
RFR 5526,D3,6,Ryan Franklin , Landscape Panorama III
RH 1030,W24,8, Renate Holzner , White Dream 
RH 1031,W24,7, Renate Holzner ,White Vanilla 
RH 1032,W24,11, Renate Holzner , Summerwind 
RH 1033,W24,12, Renate Holzner ,Summersun 
RH 1041,S11,1, Renate Holzner ,Cotton- Blossom 
RH 1042,S11,1, Renate Holzner ,Rose Hip 
RH 1044,W24,3, Renate Holzner ,Eternity 
RH 1048,M14,1, Renate Holzner ,Silent Thoughts 
RH 1049,T9,1, Renate Holzner ,Harmony Of Soul 
RH 1055,W24,1, Renate Holzner ,"Mingun,Burma "
RH 1138,Q3,1, Renate Holzner , Daddy Bear 
RH 1139,Q3,1, Renate Holzner ,Mommy Bear
RH 1140,Q3,1, Renate Holzner ,Family Bear 
RH 1142,H24,1, Renate Holzner ,Rose Hip 
RH 1150,H12,1, Renate Holzner ,Pushkar India 
RH 1153,Q3,1, Renate Holzner , Floating Market Lake Intey 
RH 1154,Q3,1, Renate Holzner ,"Gorom Gorom, Burkina Faso "
RH 389,B17,15,Richard Hall , Schematic Code I
RH 390,B17,15,Richard Hall , Schematic Code II
RIM 1001,M14,1,Ricky Morland ,Annie 
RIM 1002,M14,1,Ricky Morland ,Julie 
RIM 1005,N8,1,Ricky Morland ,Spring Beauty I 
RIM 1006,N8,1,Ricky Morland ,Spring Beauty II
RIM 1008,W24,1,Ricky Morland ,Caribbean Nights 
RIW 1005,S11,1,Rian Withaar ,Majestic I
RIW 1006,S11,1,Rian Withaar ,Majestic II
RIW 1007,V11,3,Rian Withaar ,A Combination Of Purity
RIW 1008,V11,3,Rian Withaar ,A Combination Of Elegance 
RIW 1009,V11,3,Rian Withaar ,A Combination Of Luxury 
RIW 1012,P9,1,Rian Withaar ,Tropical 
RIW 1013,P9,1,Rian Withaar ,Exotic 
RIW 1014,P9,1,Rian Withaar ,Rose Iris 
RIW 1015,P9,1,Rian Withaar ,Rose Anemone 
RIW 1016,P9,1,Rian Withaar ,Rose Hydrangea 
RIW 1017,P9,1,Rian Withaar ,Rose Pansy
RIW 1022,W24,4,Rian Withaar , Colosseo Roma 
RIW 1023,W24,4,Rian Withaar ,"Brooklyn Bridge, New York "
RIW 1024,P9,5,Rian Withaar ," Tour Eiffel , Paris "
RIW 1025,P9,5,Rian Withaar ,"Big Ben, London "
RIW 1029,M14,1,Rian Withaar ,Briliance 
RIW 1030,M14,2,Rian Withaar ,Magnificence
RIW 1037,M14,1,Rian Withaar ,Lotus Flower 
RIW 1038,M14,1,Rian Withaar ,Glorious 
RIW 1041,S17,1,Rian Withaar ,Masterpieces I
RIW 1042,S17,1,Rian Withaar ,Masterpieces II
RIW 1101,H24,1,Rian Withaar ,Sunny Day 
RIW 1102,H24,1,Rian Withaar ,Sunny Times 
RIW 1103,H24,1,Rian Withaar ,Wild Flower I
RIW 1104,H24,1,Rian Withaar ,Wild Flower II 
RIW 1105,H24,1,Rian Withaar ,Majestic I
RIW 1106,H24,1,Rian Withaar ,Majestic II 
RIW 1107,O2B,1,Rian Withaar ,A Combination Of Purity
RIW 1108,O2B,1,Rian Withaar ,A Combination Of Elegance  
RIW 1109,O2B,1,Rian Withaar ,A Combination Of Luxury 
RIW 1112,Q21,1,Rian Withaar ,Tropical 
RIW 1113,Q21,1,Rian Withaar ,Exotic 
RIW 1114,Q21,1,Rian Withaar ,Rose Iris 
RIW 1115,Q21,1,Rian Withaar ,Rose Anemone 
RIW 1116,Q21,1,Rian Withaar ,Rose Hydrangea 
RIW 1117,Q21,1,Rian Withaar ,Rose Pansy
RIW 1122,P9,5,Rian Withaar , Colosseo Roma 
RIW 1123,P9,4,Rian Withaar ," Brooklyn Bridge ,New York"
RIW 1124,Q21,1,Rian Withaar ," Tour Eiffel , Paris "
RIW 1125,Q21,1,Rian Withaar ,"Big Ben, London "
RIW 1132,O2B,1,Rian Withaar ,Nortw Sea Coast I 
RIW 1133,O2B,1,Rian Withaar ,Nortw Sea Coast II
RIW 1134,O2B,1,Rian Withaar ,Nortw Sea Coast III 
RIW 1201,Q21,5,Rian Withaar ,Sunny Day 
RIW 1202,Q21,5,Rian Withaar , Sunny Times 
RIW 1203,Q21,1,Rian Withaar ,Wild Flower I 
RIW 1205,Q21,5,Rian Withaar ,Majestic I
RIW 1206,Q21,4,Rian Withaar ,Majestic II
RIW 1222,Q21,1,Rian Withaar , Colosseo Roma 
RIW 1223,Q21,1,Rian Withaar ," Brooklyn Bridge ,New York"
RJA 1103,H24,1,Roman Janov,Violoncello 
RJA 1201,Q21,2,Roman Janov,Allegro
RJA 1202,Q21,1,Roman Janov, Il Trovatore 
RL 1068,S11,1,Roland Lobig ,Pink Water Beauties 
RL 1069,T5,1,Roland Lobig , Sossusvlei Red Dunes 
RL 1072,S11,1,Roland Lobig ,Etosha -Namibia 
RL 1073,S11,1,Roland Lobig ,Elephant Family In Botswana
RR 1001,M14,2,Raimund Roth ,Summer Moments 
RR 1002,M14,3,Raimund Roth ,Summer Sun 
RR 1003,M14,1,Raimund Roth ,Early In The Morning
RR 1004,M14,1,Raimund Roth ,Spirng Is Coming 
RR 1101,H12,7,Raimund Roth ,Summer Moments 
RR 1102,H12,5,Raimund Roth ,Summer Sun 
RR 1103,H12,1,Raimund Roth ,Early In The Morning
RR 1104,H12,1,Raimund Roth , Spring Is Coming 
RS 5607,C7,2,,
RS 5608,B21,1,,
RW 1005,V11,1,Rosina Watchmeister ,Mustique Triosonate II
RW 1006,V11,1,Rosina Watchmeister ,Mustique Triosonate III
RW 1009,P9,1,Rosina Watchmeister ,Via Galileo Galilei  III
RW 1030,P9,1,Rosina Watchmeister ,Two Friends 
RW 1032,Q3,1,Rosina Watchmeister , Theatre Cat 
RW 1033,Q3,1,Rosina Watchmeister ,My Garden
RW 1034,Q3,1,Rosina Watchmeister ,Summertime 
RW 1042,N1,1,Rosina Watchmeister ,Tea Time 
RW 1044,P9,1,Rosina Watchmeister ,The Flute Player 
RW 1047,Q3,1,Rosina Watchmeister ,Green Meadow 
RW 1048,Q3,1,Rosina Watchmeister ,Two Olive Trees 
RW 1050,Q3,1,Rosina Watchmeister ,Going Out 
RW 1052,Q3,1,Rosina Watchmeister ,Red Sail 
RW 1053,S11,1,Rosina Watchmeister ,Via Galileo Galilei  IV
RW 1054,W24,1,Rosina Watchmeister ,Via Galileo Galilei  V
RW 1055,S11,1,Rosina Watchmeister ,Via Galileo Galilei  VI
RW 1059,P9,1,Rosina Watchmeister ,O Sole Mio I
RW 1060,S11,1,Rosina Watchmeister ,O Sole Mio II
RW 1061,P9,1,Rosina Watchmeister ,O Sole Mio III
RW 1062,W24,1,Rosina Watchmeister , Arcobaleno 
RW 1067,P9,1,Rosina Watchmeister ,Casa Cantagalli
RW 1070,W24,1,Rosina Watchmeister , Luna Piena 
RW 1073,P9,1,Rosina Watchmeister ,Bicycle 
RW 1074,S11,1,Rosina Watchmeister ,Der Tauber 
RW 1076,W24,1,Rosina Watchmeister ,Finestra Dei Gatti 
RW 1077,S11,1,Rosina Watchmeister ,Cat In Window 
RW 1078,S11,1,Rosina Watchmeister ,La Porte Rouge 
RW 1080,P9,1,Rosina Watchmeister ,Cat Love
RW 1081,P9,1,Rosina Watchmeister ,Ivano And Mouse 
RW 1082,P9,1,Rosina Watchmeister ,Cat Couple At Full Moon 
RW 1083,P9,1,Rosina Watchmeister ,Solo D' oro
RW 1084,S11,1,Rosina Watchmeister ,The Castle
RW 1097,P9,1,Rosina Watchmeister ,Lords Of The Night Sky 
RW 1098,P9,1,Rosina Watchmeister ,Return To Home 
RW 1099,N8,1,,
RW 1106,O2B,1,Rosina Watchmeister ,Musique Triosonate III
RW 1153,P9,1,Rosina Watchmeister ,Via Galilleo Galilei IV
RW 1154,N1,1,Rosina Watchmeister ,Via Galilleo Galilei V
RW 1155,P9,1,Rosina Watchmeister ,Via Galilleo Galilei VI
RW 1160,H24,1,Rosina Watchmeister ,O Sole Mio II 
RW 1163,P9,1,Rosina Watchmeister ,Sonatina Per Due 
RW 1164,P9,1,Rosina Watchmeister ,Quatre Mains 
RW 1170,P9,1,Rosina Watchmeister ,Luna Piena 
RW 1171,H24,1,Rosina Watchmeister ,Massimo Gatto Della Rocca
RW 1172,P9,1,Rosina Watchmeister ,Perche Io 
RW 1174,H24,1,Rosina Watchmeister ,Der Tauber 
RW 1176,P9,1,Rosina Watchmeister ,Finestra Dei Gatti 
RW 1177,P9,1,Rosina Watchmeister ,Cat In Window 
RW 1197,Q3,1,Rosina Watchmeister ,Lords Of The Night Sky 
RW 1198,Q3,1,Rosina Watchmeister ,Return To Home 
RW 1253,Q3,1,Rosina Watchmeister ,Via Galileo Galilei  IV
RW 1254,H24,1,Rosina Watchmeister ,Via Galileo Galilei  V
RW 1270,Q3,1,Rosina Watchmeister ,Luna Piena 
RW 1513,I13,1,Rosina Watchmeister ,Cats From Capena 
RW 2001,N8,1,Rosina Watchmeister ,See You
RW 2004,N8,2,Rosina Watchmeister ,My Ravens 
RW 2005,N1,1,Rosina Watchmeister ,Promenade
RW 2006,P9,1,Rosina Watchmeister ,Her Overview 
RW 2007,P9,1,Rosina Watchmeister ,Night Flight
RW 2012,S11,1,Rosina Watchmeister ,Desiderio 
RW 2021,S11,1,Rosina Watchmeister ,L'Orgolio Della Famiglia 
RW 2022,S11,1,Rosina Watchmeister ,Il Mio Grande Amore 
RW 2024,P9,1,Rosina Watchmeister ,La Dolce Vita 
RW 2033,P9,1,,
RW 2035,P9,1,,
SAB 1165,W2,5,Samuel Blanco ,Morning light I 
SAB 1166,W2,6,Samuel Blanco ,Morning light II 
SAB 1301,W2,5,Samuel Blanco ,Lake View I
SAB 1302,W2,6,Samuel Blanco ,Lake View II
SAB 1306,W2,4,Samuel Blanco ,Ocean View II
SAB 1307,W2,8,Samuel Blanco ,Ocean View III
SAK 1002,S12,1,Samara Kandu, Queen Of The Lake 
SAS 1001,P10,2,Sam Summer ,Monsella 
SAS 1002,P10,1,Sam Summer , Estella 
SAS 1003,S12,1,Sam Summer ,Gallicia 
SAS 1004,S12,1,Sam Summer ,Compostella 
SAS 1005,S12,1,Sam Summer ,Satina 
SAS 1006,S12,1,Sam Summer ,The Fairy
SAS 1007,S12,1,Sam Summer ,Lawinia 
SAS 1008,S12,1,Sam Summer ,Sunset 
SAS 1103,H24,1,Sam Summer ,Gallicia 
SBE 5401,D1,2,Sylvie Bellaunay ,Baroque I
SBE 5402,D1,1,Sylvie Bellaunay ,Baroque II
SBE 5403,N17,4,Sylvie Bellaunay ,Baroque I
SBE 5404,N17,4,Sylvie Bellaunay ,Baroque II
SBE 5613,N17,1,Sylvie Bellaunay , Venus De Milo 
SBE 5614,N17,1,Sylvie Bellaunay ,Aphrodite
SBN 5313,H12,3,,
SC 7-1,R31,24,,
SC 7-3,R31,16,,
SC 7-4,R31,27,,
SCN 1002,V11,1,Scott Norman ,Balance 
SCN 1005,W25,19,Scott Norman ,Delicate Decoration 
SCN 1006,W25,1,Scott Norman ,Pearl And Small Bottle 
SCN 1007,W25,17,Scott Norman ,Jewelry Box 
SCN 1008,S12,1,Scott Norman ,Classic Violas 
SCN 1009,S12,1,Scott Norman ,Classic Cyclamen 
SCN 1010,S12,1,Scott Norman ,Pearls & Roses 
SCN 1011,S12,1,Scott Norman ,Proposal Of Marriage 
SCN 1104,P10,1,Scott Norman ,Diamond Ring 
SCN 1108,H24,1,Scott Norman ,Classic Violas 
SCN 1109,H24,1,Scott Norman ,Classic Cyclamen 
SCN 1112,O2B,7,Scott Norman ,Flower Joys 
SCN 1113,O2B,6,Scott Norman ,A Breath Of Romance 
SCN 1114,O2B,6,Scott Norman ,Bloom Charm 
SCN 1132,O2B,6,,
SCN 1133,O2B,5,,
SCN 1134,O2B,7,,
SDL 1001,Q21,1,Sara Deluca , Peas
SDL 1002,Q21,1,Sara Deluca ,Green Beans 
SDL 1003,Q21,1,Sara Deluca ,Spring Onion
SDL 1004,Q21,1,Sara Deluca ,Mangetout 
SDL 1005,Q21,1,Sara Deluca ,Morello Cherries I
SDL 1006,Q21,1,Sara Deluca ,Morello Cherries II
SDL 1007,Q21,1,Sara Deluca ,Bigarreau Cherries I
SDL 1008,Q21,1,Sara Deluca ,Bigarreau Cherries II
SDL 1009,Q21,1,Sara Deluca , Appetizing 
SDL 1010,Q21,1,Sara Deluca ,Aromatic 
SDL 1011,Q21,1,Sara Deluca ,Delicious 
SDL 1012,Q21,1,Sara Deluca ,Excellent 
SDL 1013,Q21,1,,
SDL 1014,Q21,1,,
SDL 1015,Q21,1,Sara Deluca , Coffee Beans 
SDL 1017,Q3,1,Sara Deluca ,Chili Crowd
SDL 1018,Q3,1,Sara Deluca ,Chili Parade 
SDL 1019,Q3,1,Sara Deluca ,Blowballs I
SDL 1020,Q3,1,Sara Deluca ,Blowballs II 
SDL 1021,Q3,1,Sara Deluca ,Oriental Poppy I
